unique_key,descriptor,incident_zip,created_date,city,:@computed_region_sbqj_enih,cross_street_2,:@computed_region_efsh_h5xi,park_facility_name,:@computed_region_92fq_4b7q,intersection_street_1,landmark,agency_name,latitude,x_coordinate_state_plane,:@computed_region_yeji_bk3q,incident_address,location_type,cross_street_1,community_board,agency,park_borough,borough,street_name,complaint_type,longitude,:@computed_region_f5dn_yrer,status,y_coordinate_state_plane,intersection_street_2,bridge_highway_name,bridge_highway_segment,resolution_action_updated_date,closed_date,address_type,bridge_highway_direction,taxi_pick_up_location,facility_type,road_ramp,due_date
51286172,Cave-in,11229,2021-07-21T20:05:38.000,BROOKLYN,36,EDWARD DESIMONE CORNER,13512,Unspecified,8,LEWIS A FIDLER WAY,AVENUE R,Department of Transportation,40.60750735309139,1000325,2,2954 AVENUE R,Street,LEWIS A FIDLER WAY,15 BROOKLYN,DOT,BROOKLYN,BROOKLYN,AVENUE R,Street Condition,-73.94210659869529,32,In Progress,160613,EDWARD DESIMONE CORNER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281878,Car/Truck Horn,11366,2021-07-21T20:05:35.000,FRESH MEADOWS,65,78 ROAD,14508,Unspecified,24,78 AVENUE,PARSONS BOULEVARD,New York City Police Department,40.72195913199264,1037000,3,78-15 PARSONS BOULEVARD,Street/Sidewalk,78 AVENUE,08 QUEENS,NYPD,QUEENS,QUEENS,PARSONS BOULEVARD,Noise - Vehicle,-73.80969682426189,25,Closed,202363,78 ROAD,N/A,N/A,2021-07-22T00:07:46.000,2021-07-21T20:07:43.000,N/A,N/A,N/A,N/A,N/A,N/A
51283646,Bare Hands in Contact w/ Food,10023,2021-07-21T20:05:27.000,NEW YORK,12,BROADWAY,12420,Unspecified,19,COLUMBUS AVENUE,WEST   67 STREET,Department of Health and Mental Hygiene,40.7742870597779,989434,4,100 WEST   67 STREET,Restaurant/Bar/Deli/Bakery,COLUMBUS AVENUE,07 MANHATTAN,DOHMH,MANHATTAN,MANHATTAN,WEST   67 STREET,Food Establishment,-73.98128329672144,20,In Progress,221371,BROADWAY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281658,LED Lense,11206,2021-07-21T20:05:00.000,BROOKLYN,56,N/A,17213,Unspecified,30,BUSHWICK AVENUE,N/A,Department of Transportation,40.70525586839877,1001043,2,N/A,N/A,N/A,01 BROOKLYN,DOT,BROOKLYN,BROOKLYN,N/A,Traffic Signal Condition,-73.93943207156389,36,Open,196226,MC KIBBEN STREET,N/A,N/A,N/A,N/A,INTERSECTION,N/A,N/A,N/A,N/A,N/A
51284744,Biking/Rollerblading off Path,11213,2021-07-21T20:04:59.000,BROOKLYN,49,BUFFALO AVENUE,17615,Unspecified,49,ROCHESTER AVENUE,PARK PLACE,Department of Parks and Recreation,40.672102253298405,1004737,2,1550 PARK PLACE,Park,ROCHESTER AVENUE,08 BROOKLYN,DPR,BROOKLYN,BROOKLYN,PARK PLACE,Violation of Park Rules,-73.92614551395245,16,Closed,184150,BUFFALO AVENUE,N/A,N/A,2021-07-22T00:27:54.000,2021-07-21T20:27:49.000,N/A,N/A,N/A,N/A,N/A,N/A
51281890,Blocked Hydrant,11419,2021-07-21T20:04:58.000,SOUTH RICHMOND HILL,64,109 AVENUE,24015,Unspecified,46,107 AVENUE,121 STREET,New York City Police Department,40.68453082586899,1033810,3,107-26 121 STREET,Street/Sidewalk,107 AVENUE,10 QUEENS,NYPD,QUEENS,QUEENS,121 STREET,Illegal Parking,-73.82130557747914,62,Closed,188720,109 AVENUE,N/A,N/A,2021-07-22T04:06:28.000,2021-07-22T00:06:25.000,N/A,N/A,N/A,N/A,N/A,N/A
51280227,Loud Music/Party,10466,2021-07-21T20:04:52.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281994,WATER SUPPLY,10036,2021-07-21T20:04:51.000,NEW YORK,10,N/A,13094,Unspecified,10,N/A,N/A,Department of Housing Preservation and Development,40.761223289122114,986650,4,410 WEST   46 STREET,RESIDENTIAL BUILDING,N/A,04 MANHATTAN,HPD,MANHATTAN,MANHATTAN,WEST   46 STREET,PLUMBING,-73.99133655918608,12,Open,216611,N/A,N/A,N/A,2021-07-21T00:00:00.000,N/A,ADDRESS,N/A,N/A,N/A,N/A,N/A
51277542,Blocked Sidewalk,11226,2021-07-21T20:04:42.000,BROOKLYN,40,CATON AVENUE,13510,Unspecified,11,LENOX ROAD,BEDFORD AVENUE,New York City Police Department,40.65276687118423,996444,2,2100 BEDFORD AVENUE,Street/Sidewalk,LENOX ROAD,14 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,BEDFORD AVENUE,Illegal Parking,-73.95605405731116,60,Closed,177100,CATON AVENUE,N/A,N/A,2021-07-22T01:18:31.000,2021-07-21T21:18:29.000,N/A,N/A,N/A,N/A,N/A,N/A
51285503,Loud Music/Party,10466,2021-07-21T20:04:33.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286340,Posted Parking Sign Violation,11419,2021-07-21T20:03:53.000,SOUTH RICHMOND HILL,60,101 AVENUE,24015,Unspecified,46,95 AVENUE,110 STREET,New York City Police Department,40.68989782727509,1030061,3,95-04 110 STREET,Street/Sidewalk,95 AVENUE,09 QUEENS,NYPD,QUEENS,QUEENS,110 STREET,Illegal Parking,-73.83480976027407,46,Closed,190668,101 AVENUE,N/A,N/A,2021-07-22T02:13:56.000,2021-07-21T22:13:52.000,N/A,N/A,N/A,N/A,N/A,N/A
51286824,Loud Music/Party,10466,2021-07-21T20:03:48.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51287769,Double Parked Blocking Traffic,11234,2021-07-21T20:03:36.000,BROOKLYN,38,AVENUE U,13825,Unspecified,8,AVENUE T,EAST   66 STREET,New York City Police Department,40.61865168616095,1008550,2,1524 EAST   66 STREET,Street/Sidewalk,AVENUE T,18 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,EAST   66 STREET,Illegal Parking,-73.9124700055931,5,Closed,164680,AVENUE U,N/A,N/A,2021-07-22T00:36:49.000,2021-07-21T20:36:45.000,N/A,N/A,N/A,N/A,N/A,N/A
51283446,Loud Music/Party,10466,2021-07-21T20:03:13.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51277192,Structure - Outdoors,11207,2021-07-21T20:03:09.000,BROOKLYN,47,ASHFORD STREET,17215,Highland Park (Brooklyn),37,HERMAN SCHWARTZ SQUARE,JAMAICA AVENUE,Department of Parks and Recreation,40.68262243113261,1015294,2,375 JAMAICA AVENUE,Park,HERMAN SCHWARTZ SQUARE,05 BROOKLYN,DPR,BROOKLYN,BROOKLYN,JAMAICA AVENUE,Maintenance or Facility,-73.8880704487505,45,In Progress,187994,ASHFORD STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286568,Pothole,10465,2021-07-21T20:02:50.000,BRONX,28,OTIS AVENUE,11274,Unspecified,12,N/A,N/A,Department of Transportation,40.832744611761925,1032696,5,LOGAN AVENUE,N/A,BARKLEY AVENUE,10 BRONX,DOT,BRONX,BRONX,LOGAN AVENUE,Street Condition,-73.82493312399804,43,Open,242717,N/A,N/A,N/A,2021-07-21T20:02:50.000,N/A,BLOCKFACE,N/A,N/A,N/A,N/A,N/A
51281450,With License Plate,11428,2021-07-21T20:02:39.000,QUEENS VILLAGE,63,JAMAICA AVENUE,24337,Unspecified,16,94 AVENUE,HOLLIS COURT BOULEVARD,New York City Police Department,40.71656395491865,1053914,3,94-13 HOLLIS COURT BOULEVARD,Street/Sidewalk,94 AVENUE,13 QUEENS,NYPD,QUEENS,QUEENS,HOLLIS COURT BOULEVARD,Abandoned Vehicle,-73.74869734487638,63,Closed,200440,JAMAICA AVENUE,N/A,N/A,2021-07-22T05:19:30.000,2021-07-22T01:19:27.000,N/A,N/A,N/A,N/A,N/A,N/A
51286084,No Access,11368,2021-07-21T20:02:24.000,CORONA,73,37 AVENUE,14510,Unspecified,21,35 AVENUE,100 STREET,New York City Police Department,40.753528235584184,1020903,3,35-21 100 STREET,Street/Sidewalk,35 AVENUE,03 QUEENS,NYPD,QUEENS,QUEENS,100 STREET,Blocked Driveway,-73.86770644386092,65,In Progress,213835,37 AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51280524,Sewer Backup (Use Comments) (SA),11205,2021-07-21T20:02:00.000,BROOKLYN,55,CARLTON AVE,17212,Unspecified,48,N/A,N/A,Department of Environmental Protection,40.693257678580636,991569,2,322 MYRTLE AVENUE,N/A,WASHINGTON PARK,02 BROOKLYN,DEP,BROOKLYN,BROOKLYN,MYRTLE AVENUE,Sewer,-73.97360704653222,68,Closed,191850,N/A,N/A,N/A,2021-07-21T20:35:00.000,2021-07-21T20:35:00.000,ADDRESS,N/A,N/A,N/A,N/A,N/A
51282373,Loud Music/Party,10466,2021-07-21T20:01:52.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
